"id","text"
2991,"@Miss_Salome_723 @KyivIndependent Well yea because it shows the double standards we have when it comes to animal rights. Sometimes a few hundred animals dying is newsworthy, but billions of animals being killed annually (and this has been happening for decades btw) is normal."
2992,"@awesome_mikaz99 @richard_figg @Sandra24Jan @Hernicus1 @wtf1official Oh so by fake you just mean ""not genuine"". Understood.

So, when Lewis goes vegan (which isn't easy because meat tastes good) for animal rights, he's not genuine? When he gives money to charity to help support equality, he's not being genuine? Even tho those are real actions?"
2993,"Very good overview and analysis.

https://t.co/zOhURMfg24"
2994,"Another great #VeganFair yesterday from Stoke-on-Trent Animal Rights. Lots of amazing food, crafts, cosmetics and talks.

Hats off to the organisers and supporting groups, it was a truly wonderful event. 

#SupportSmallBusinesses #Ethical #Fairtrade #CrueltyFree 🐰 https://t.co/Zox7A25VbB"
2995,"@ciaran032012 @KyivIndependent Then how about you take your animal rights activism to an *appropriate* channel instead of posting stupid shit on an article about FUCKING WAR CRIMES?"
2996,"@Zaxbys When will Zaxby’s stop exploiting animals? https://t.co/0Chc8g6dH7"
2997,"@Zaxbys Zaxby’s has some of the worst animal welfare standards. https://t.co/0Chc8g6dH7"
2998,"@OzKaterji There is an animal shelter operating in Kiev. They are beyond heaven with their efforts. UK team for animal welfare is in country. I have had animals for 59 years. Rescue classes with redcross and NYC. I’m not a vet however here to help"
2999,"Or else meron na sana tayong pro-active and stronger laws protecting animal welfare.

Kaso mahina ang available na batas.

I hope DA-BAI and other concerned agencies will look upon this Manila Zoo event. The animal's freedom from distress and discomfort are violated."
3000,"I remember the late Miriam Santiago who called for an inquiry in aid of legislation for the death of two PH Eagles. 

Two separate years ito pero in one admin, kaso hindi yata priority ang animal welfare during aquino or in any admin."
3001,"@detroitlarry3 I've put in for sponsorship to host a refugee to my home in the UK,the lady is safe and is waiting for her visa

I'm an animal rights activist so I've been supporting @Nowzad who are supplying vets and animal carers with food crates litter leads toys and medicines for the pets 🐶"
3002,"@Tentoads4truth @democracynow @dianesbaker1 @democracynow @peta @splcenter @HeidiBoghosian @SenWhitehouse @Law_Disorder @axidentaliberal @auroraborealis6 
a discussion about animal rights -- and who shows up -- the freeking #KochNetwork! 
https://t.co/YqZbgSSX6d (29 mins in)"
3003,"https://t.co/YqZbgSSX6d

@ECOWARRIORSS - interesting discussion on the legal aspects of animal rights (about 29 minutes in)."
3004,"Can I just say that taking a story about animal welfare written by a woman and turning it into a trashy teen-and-her-horse story is incredibly sexist? The director is a woman, but this reads as either a corporate decision or something cooked up by a man who doesn’t give a fuck."
3005,"$10 Pet Adoptions in OKLAHOMA CITY in an effort to alleviate shelter overcrowding. https://t.co/MUqqsdlE34 #dog #adoptions #visitseedo"
3006,"I'm sorry but if your ""veganism"" isn't about animals and animal liberation it's not veganism, you're just plant based 😭 it's so fucking selfish to hijack a movement about animal rights and make it about your health"
3007,"@PMOIndia , @AmitShah , @SudhirKudalkar , @dogitization 
@Manekagandhibjp , @gauthamgambhir2 , @imVkohli
There can be portal where animal feeder s can register and bring in a animal welfare subjects compulsory in schools and civil services"
3008,"We are so grateful to @VCCFoundation for providing an animal welfare grant to complete the final phase of an aviary project at @ATZatMC. This funding will provide new areas for half of the zoo's parrots, all of whom are surrendered pets from area residents. @MoorparkCollege https://t.co/FDxXKZfMPj"
3009,"“Today’s remarkable achievement brought every single Republican and Democrat together to protect our four-legged constituents,” - Governor Glenn Youngkin https://t.co/VooHscXOlB"
3010,"355 dogs die in animal shelters in Borodyanka in Kyiv Oblast during Russian occupation. Food and water couldn’t be brought to the shelters.
Only 150 dogs survived the occupation, according to animal rights organization UAnimals.#Guardian"
3011,"So much for animal welfare! Zoe and her 3 sisters were found in a bin. They'll soon be ready for adoption, but until then, caring for them it's hard work...  Help us keep it up &amp; make it less of a struggle!🙏🐾Our Amazon wishlist: https://t.co/9scVroJ40s
https://t.co/czXFi3F43Y"
3012,"@chinapoet Chinapoet wanna join the animal welfare coalition im starting"
3013,"@JeffJMason I think the argument is that global dev is more crowded then other fields, so 80k wants to direct new EAs into longtermism and animal welfare because the marginal returns are higher.

But also see Charity Science:
https://t.co/wzGxfR0b3t"
3014,"@_Katy_Denise I stand with Reg, stunning and brave!

And while we are at it people, stop the indifference to the animal Transmasc community, their rights are not negotiable!"
3015,"@_Katy_Denise We need to stop the society-wide gaslighting that comes with the current assault on animal trans rights.

We must shut this narrative down, people!"
3016,"My heart hurts that scientists are required by law to use animals for testing new medicines or treatments. Thankfully less than 2% used are cats and dogs.  This will ensure these unwitting heroes are treated humanely. https://t.co/QyfJQLCPRY"
3017,"Funding animal welfare stuff is underrated by EAs at the moment IMO:
* X-risk and GW top charities not constrained by funding (currently) 
* Animal welfare gets roughly 13% of EA funding despite being part of the “big three” classic EA causes https://t.co/2EabMDRLHL"
3018,"IMO the biggest problem with animal welfare work is the lack of flow through effects. If we fix this issue it doesn’t make the future much better in a way that compounds on itself, the way that e.g. fixing global poverty would."
3019,"Youngkin signs 'Beagle Bills' for animal welfare reform https://t.co/97pisOjJLw #RVA #Virginia"
3020,"@WatchRatio If it wasn't for the invasion of Poland and the systematic killing of 12 million people, Hitlers animal welfare policies would be unmatched."
3021,"@GoJohnEgo @familyunequal Because it’s a religion. Imposing their morals on others IS THE WHOLE POINT. It’s a feature not a bug. “Animal rights” is incidental to main activity of purifying the world, cleansing it of sin. Every radical(ized) movement is chiefly about moralizing, not problem-solving."
3022,"Maryland appears set to become the second state to ban declawing of cats, something animal welfare advocates consider a “barbaric” practice. Critics say declawing is already rare and that the measure would infringe on the judgment of veterinarians.
https://t.co/DhdTxIym3e"
3023,"Here is the letter from Animal Welfare Institute for the Calendar Donations! 

Thank you for helping make this happen! https://t.co/28Z5wh2BHk"
3024,"@mackenzieJ91 @JohnSmithAzerty @RyanDon58532073 @tony_calvin Exactly. Just look at the fuss that gets made about the whip. Animal Rights campaigners will have a field day."
3025,"@NathanpmYoung I would be very happy if animal welfare was a higher priority in EA, but it seems like it isn't given this survey data (and longtermism is in a similar position) https://t.co/x6Z34fbeR0"
3026,"@maginotwaltz His horses will be going cold. Actually paying for animal welfare from his £millions doesn’t expand his bank balance!"
3027,"Thank you, @GovernorVA, for signing bipartisan animal welfare legislation into law today! Lulabelle and I greatly appreciated your shout-out, too! 🐶🐾 https://t.co/imvgDRp5qM"
3028,"@_SatanWatch @1VeryChillDude I saw a recent update about animal rights."
3029,"Ecuador Gives Legal Rights to Wild Animals - EcoWatch https://t.co/qkTGUuv9vJ"
3030,"Plus they do not get that this is NOT about saving the planet at all! It’s a tax! Canada has low emissions and If u want to save the earth recycle, reuse and reduce! Stop overconsumption and waste, overpackaging,  have better animal welfare, turn off the lights, etc. Duh! https://t.co/DygPEKzAJd"
3031,"@SNCCiMinaj @TheEmoDragon (Ignoring ofc that her evangelical religion did in fact target her specifically, both for being a woman &amp; gay). She was an animal rights person at least lol."
3032,"There’s a fucking raccoon stuck on the side of my house and my mom just left to go chill with my dog. Animal welfare has been called but I don’t even know where the raccoon is. HELP ."
3033,"@bAttIeparty We did call! But I think it found a way to escape so we just told animal welfare to not come lol 😂"
3034,"⚡️355 dogs die in animal shelters in Borodyanka during Russian occupation. 

Food and water couldn’t be brought to the shelters. 

Only 150 dogs survived the occupation, according to animal rights organization UAnimals. 

See more:
https://t.co/peCJiGO0eI"
3035,"#Ukraine/#Russia 
@KyivIndependent
355 dogs die in animal shelters in Borodyanka in Kyiv Oblast during Russian occupation.
Food and water couldn't be brought to the shelters. Only 150 dogs survived the occupation, according to animal rights organization UAnimals. https://t.co/et569Hwm86"
3036,"@IAPonomarenko 355 dogs die in animal shelters in #Borodyanka during Russian occupation. 
Food and water couldn’t be brought to the shelters. 
Only 150 dogs survived the occupation, according to animal rights organization #UAnimals. @enpaonlus 
The town in Kyiv 💔🐶 #StopWar"
3037,"⚡️ 355 dogs die in animal shelters in Borodyanka in Kyiv Oblast during Russian occupation.

Food and water couldn't be brought to the shelters. Only 150 dogs survived the occupation, according to animal rights organization UAnimals."
3038,"⚡️ 355 dogs die in animal shelters in Borodyanka in Kyiv Oblast during Russian occupation.

Food and water couldn't be brought to the shelters. Only 150 dogs survived the occupation, according to animal rights organization UAnimals."
3039,"@HoneyPool6 is a great pool to stake with. Their diverse team will get you safely set up in no time. They donate to great causes like animal welfare also. 
https://t.co/7KO0eW0a6m https://t.co/MEEcQDn1KA"
3040,"We need the UK Government @10DowningStreet to keep its animal welfare promises. Please join me today and urge @BorisJohnson protects animals without delay. #KeepYourPromises https://t.co/TbMEwUPevh"
3041,"@eyefull1 There are anti-cruelty proscriptions we certainly should take onboard as a species (such as an end to animal agriculture) and general stewardship of life and Earth we should become better at but I don't know what more we can do aside from learn to live off what Earth can sustain"
3042,"Several episodes involves animal rights activist the types that say eating meat is bad. I'll raise cattle and enjoy my porterhouse.... #YellowstoneTV"
3043,"So funny when I post my ass with the word vegan and all the animal rights account follow me. Baby I’m just a hoe not an activist"
3044,"Submit your papers on the economics of animal welfare to the first-ever such session at Stanford Econ's annual SITE conferences (@SIEPR). See here for details: https://t.co/xGyJh7sNhI 

#EconTwitter #AnimalWelfare https://t.co/lxrZv35G7Q"
3045,"Woke White Women going after factories that feed people, Businesses because it's the easiest way celebrities can gain Clout &amp; attention, in the name of Animal Rights activism . More Vegans . https://t.co/FiHxqeKqtR"
3046,"SALDF is holding a General Body Meeting this Wednesday, April 6th, at 8pm. Come by to learn about SALDF and stay for a screening of the documentary ""Milked,"" as activist Chris Huriwai uncovers the environmental, animal welfare, and human health toll of NZ's dairy industry. https://t.co/WmrLaRE2w0"
3047,"@CandyEmpires Contribute heavily to reputable animal welfare and rescue agencies. 😍"
3048,"Concerns at reports of the govt abandoning its manifesto commitments to an animals abroad bill...
https://t.co/QNwIeYuIav"
3049,"Concerns at reports of the govt abandoning its manifesto commitments to an animals abroad bill...
https://t.co/KlKwEQwd8b"
3050,"This week we are highlighting @MPKCollegeFound as one of the grantees for the VCCF Animal Welfare Fund. 

America’s Teaching Zoo at Moorpark College is enhancing their parrot aviary through their VCCF animal welfare grant. https://t.co/iLIsGkhf9T https://t.co/3xM3b0HU1i"
3051,"Top Auckland dog breeder found guilty of mistreating animals

https://t.co/SIfTHnGdyK"
3052,"@yeehawllywood I was a commercial carriage driver for 5 yrs. Vegans will see a VERY healthy and well-adjusted horse at rest and think that he is immediately the most mistreated animal in the 50 mile radius. Like, don't they have something better to do? Animal welfare &gt; animal rights."
3053,"I made a post about animals which is sharing well. What is the best link for people as a hook to animal welfare? 

I think I'd like something like ""Humans are animals too. Here is something we can do [action]"" https://t.co/BFFqZN98OX"
3054,"Did you go to EAGxB?

Did you feel that global development got significantly less focus than other areas such as AI safety and animal welfare?"
3055,"A $25 million Michelson Prize awaits the discoverer of a nonsurgical sterilant for dogs and cats. An effective nonsurgical sterilant would greatly impact animal welfare, veterinary medicine and pet ownership. https://t.co/CwbvdSoPYE"
3056,"Virginia dog breeding facility accused of horrific animal welfare violations https://t.co/jLconaPity via @WUSA9"
3057,"@JeffJMason This is not true? I’m looking at the schedule now and there’s a wide variety of talks + office hours. Not even close to being “all on animal welfare and AI.”

There’s:

- Movement Building
- General EA overview
- Peacebuilding and Post-Conflict Recovery (violence against women)"
3058,"Commissioner @jwojc says all National Strategic Plans include animal welfare but, they need to provide clarity on the measures they are going to take, in particular on tail-docking and the phasing out of cages. https://t.co/LtDui68Rvx"
3059,"Thank you Commissioner @jwojc for making clear that the #Farm2Fork is good for food security, and that animal welfare is part of that. https://t.co/ZAfhHan6xC"
3060,"@says_rights @nerdychocobo @shantilly_t I mean we're talking like four very extreme and rare events over billions of years. I also don't know that humans being akin to an asteroid or even some theoretical extinction event inducing animal(that has never existed) would actually diminish the importance of the harm we do"
3061,"Quad-City Animal Welfare Center to hold low cost mobile vaccine clinics https://t.co/OKCX73YRBF https://t.co/ahsIjhvMBP"
3062,"The Quad-City Animal Welfare Center will hold low cost mobile vaccine clinics the first Thursday of April, May and June at Zion Lutheran Church, 1216 W. 8th St, Davenport. https://t.co/6KTXWdrbJs"
3063,"I hope all UK citizens call for ANIMAL RIGHTS. Term 'Welfare' has lots of loopholes.  Bronx Zoo will not let Happy the elephant go to a Sanctuary. Alone, loss of a elephant friend, so many years in solitary. https://t.co/HnvzpAV708"
3064,"There's a hearing coming up in NY appeals court. Hope this will set precedent for Animal Rights.  Anyone who can, please attend or stream the hearings. @ALDF  has been working on such issues for a long time."
3065,"In this day and age of awareness, it is of utmost importance to protect our wildlife &amp; pass Animal Rights to safe guard their existence. https://t.co/N0C6rB6qYx"
3066,"The Quad-City Animal Welfare Center will hold low cost mobile vaccine clinics the first Thursday of April, May and June at Zion Lutheran Church, 1216 W. 8th St, Davenport. https://t.co/0wFL2B9VEM"
3067,"Help animals in Ukraine: donate $$$ to VETO! 

”Together with animal welfare associations, committed people and reputable partners, VETO advocates for animals to be cared for as they should be and for the protection of dogs and cats.” https://t.co/ESgT7AjSFq"
3068,"“I think we were discussing your sudden obsession with animal rights.” 
“I think we were discussing your face.”"
3069,"@CandidTofu @Marina_Sirtis In fairness though Game of Thrones wins hand down for famous cast members who are vegan, I blame the Dinklage :-) https://t.co/3QMHBHzQfo https://t.co/y3YqL1QgD4"
3070,"This legislation will help support animal welfare standards and will give Virginia the ability to take action when welfare violations occur. https://t.co/auNx8sSuIc"
3071,"Animal welfare in wartime https://t.co/RT1rr2CyJk via @voxdotcom"
3072,"STAE with nation’s leading animal welfare groups in today’s Guardian demanding PM honour not betray promises for the Asian elephants. GOVT 
https://t.co/ber0v6twMi
@BorisJohnson"
3073,"PETA and others urge judge to award summary judgment in lawsuit against NIH over filters that block @Facebook and @Instagram posts w/ keywords associated w/ criticism of animal experimentation. https://t.co/umrTmwemtn @wendyndavis"
3074,"❗ TAKE ACTION FOR DUCKS

Add your name to @AJPReact's Open Letter to the UK government calling for a complete ban on duck farming.

This cruel industry violates the rights of ducks and breaches the Animal Welfare Act 2006!

#DownWithDuckFarming
https://t.co/DgRyGqjXNl"
3075,"❗ TAKE ACTION FOR DUCKS

Add your name to @AJPReact's Open Letter to the UK government calling for a complete ban on duck farming.

This cruel industry violates the rights of ducks and breaches the Animal Welfare Act 2006!

#DownWithDuckFarming
https://t.co/DgRyGqjXNl"
3076,"@FiveGuys_ES It's appalling that @FiveGuys has lower animal welfare standards than Burger King and KFC! 😡 https://t.co/D93OI5bY0a #FiveGuysFail"
3077,"@FiveGuys There's no excuse for @FiveGuys' awful animal welfare standards! https://t.co/D93OI5bY0a"
3078,"STAE with nation’s leading animal welfare groups in today’s Guardian demanding PM honour not betray promises for the Asian elephants. GOVT 
https://t.co/bMpjneksLP
@BorisJohnson"
3079,"Hello World!

The NFT Sanctuary is a new initiative aiming to promote animal-welfare NFTs! If you'd like to join the Sanctuary, fill out the form on our site: https://t.co/0AmZuVmZ4N
#nftsanctuary #nfts4good https://t.co/blJ8VVLKRm"
3080,"@RicoZames @nytimes And they have photos and satellite images taken from before the Russians left that already show the mass graves.  BTW as an animal rights activist it’s curious you don’t seem to be bothered about the Russians killing the animals too…"
3081,"@FiveGuys_ES It's appalling that @FiveGuys has lower animal welfare standards than Burger King and KFC! 😡 https://t.co/KeeJoA9Y6l #FiveGuysFail"
3082,"STAE with nation’s leading animal welfare  groups in today’s Guardian demanding PM honour not betray promises for the Asian elephants. GOVT 
https://t.co/NdJTmyTtU7
@BorisJohnson"
3083,"STAE with nation’s leading animal welfare groups in today’s Guardian demanding PM honour not betray promises for the Asian elephants. GOVT 
https://t.co/NdJTmyTtU7
@BorisJohnson"
3084,"@FiveGuys There's no excuse for @FiveGuys' awful animal welfare standards! https://t.co/KeeJoA9Y6l"
3085,"STAE with nation’s leading animal welfare groups in today’s Guardian demanding PM honour  not betray promises for the Asian elephants. GOVT 
https://t.co/NdJTmyTtU7
@BorisJohnson"
3086,"🎉Big news - Ecuador has granted legal rights to wild animals!  We hope this spreads far and wide. 

“In America, the rights of nature sounds like a fringe idea, but people don't realize how mainstream it is around the world.”  https://t.co/RuPCcezXpB"
3087,"Having considered the Animal Health and Welfare and Forestry (Miscellaneous Provisions) Bill 2021, the President has signed the Bill and it has accordingly become law.

https://t.co/014ELe73Gz"
3088,"The report itself lists cellular agriculture and cultured meat as credible levers to reduce GHG missions and the land, water, and nutrient footprint of food production. Not to mention improve animal welfare. https://t.co/nwc6E2OKrY"
3089,"Why are THOSE the only two options for middle-class white women interested in animal welfare? Maybe I can't see it because I can't quite research from their POV, but the pipeline itself is really kind of unnerving."
3090,"If you've EVER taken a survey presentational speaking or composition course that lets you pick a semester-long topic, you've met the girl I'm talking about, but what is with the invariably present Animal Rights Kid phenomena? I love animals and believe industrial ag is harmful,"
3091,"@FiveGuys_ES Before eating, and before stepping into a @FiveGuys, I remember how it has lower animal welfare standards than Burger King and KFC. #FiveGuysFail https://t.co/nfciqpNpIH"
3092,"Dogs and Cats Bred and Sold for Experimental Purposes Covered by Legislation 
Governor Glenn Youngkin has signed House Bill 1350 introduced by Delegate Robert B. Bell. Additionally, the governor signed SB87, SB88, SB90 and SB604 introduced by Senator

https://t.co/SpVxJGLkpE https://t.co/wSd2doLJDD"
3093,"Connect with fellow animal welfare leaders to help save more lives in your community at the @bestfriends National Conference, presented by @Petcolove, happening July 7-9 in Raleigh, North Carolina. Register today! https://t.co/7bNkfYtxXQ"
3094,"For pigmeat (£100K for enhanced animal welfare practices) and milk (£400K production aid) the numbers are very small and seem to be for crown dependencies only.

3/8 https://t.co/P9tEWcjQBa https://t.co/i7tIE1I3jq"
3095,"Our current opinion about the neurobiology of behavior and animal welfare @ResearchGate: https://t.co/2awdlQnQwU"
3096,"@AnneTownsend007 Are you as concerned and vocal about this happening to humans through adoption and surrogacy? Yours is an animal rights issue, not a human rights (feminism) one."
3097,"Cows absolutely mourn maternal separation, but it’s good to know that animal rights zealots care more about that than they do when it happens to their fellow humans… https://t.co/ddKrsitwbh"
3098,"@southsidejoeyb @Griz once again, not a breed it’s a mutt and it’s extremely unethical to support doodle breeders, it’s an animal welfare issue. if you’re gonna buy, buy a well bred purebred."
3099,"STAE with nation’s leading animal welfare groups in today’s Guardian demanding PM honour not betray promises for the Asian elephants. GOVT 
https://t.co/pHbpAy84YP
@BorisJohnson"
3100,"I wish people were as passionate about a child’s right to life as they are animal rights"
3101,"@DestynyD @Iretomiwa_A @stillneguss @AmazonLoni Black people are still being sold as slaves today, racism, hunger, lack of basic infrastructure, human rights abuse, those are still credible valid problems in Africa. But, agendas without Caucasian roots like trans, &amp; animal rights &amp; modern Feminism are secondary &amp; not so vocal."
3102,"Why am I not surprised?
Everytime I think of social justice &amp; its activism, Feminism, Animal rights, Trans Rights, Black Lives Matter, IPOB, etc, the only thing that comes to mind is, a giant hoax.
The real beneficiaries, are never the actual people who need social justice. https://t.co/Qfe89ugcOL"
3103,"One of the reasons why people still believe eating a plant-based diet is unsustainable in the long term is that animal ""welfare"" groups still say it's an ideal only the most special of us can achieve; the ultimate personal ""sacrifice"". #GoVegan #veganism https://t.co/1XQqkcUxjw"
3104,"Regenrus has chosen The Animal Welfare Institute (AWI) as it's 2nd quarter recipient of the RegenrusCARES donation. AWI is an American non-profit charitable organization founded by Christine Stevens in 1951 with the goal of reducing suffering inflicted on animals by humans. https://t.co/H122jLEqaK"
3105,"Did you know that the Denton Animal Support Foundation puts its donations towards emergency pet food for people that can't afford it, community grants for animal welfare, free rabies vaccines, and education towards teaching how to be a responsible pet owner?"
3106,"Animal rights and animal cruelty : I want to stop animal cruelty and stop people poaching and selling animals for money - Sign the Petition! https://t.co/d5QRFCbIx4 via @CdnChange"
3107,"Judgment on animal rights authored by @Pansota1 !! Please read and share #Pakistan!"
3108,"@susrust What the article really says: “But because of a decision made by the Santa Clara County Board of Supervisors—spurred by concerns over animal welfare issues—[state wildlife biologist] Page is prohibited from killing pigs, unless they pose imminent harm or a threat to someone.”"
3109,"@tweet_alqamar @weaniejeanie53 @maruligultom @Karmageddon67 @VanillaismD @brut3c0ck @Justice4Abo @RussellMoxham @FMNglobal @DrBirute @forests4apes @ViaVallenia @SashaMyBird @PR03QUAL @knowmiun @CechMonique @PencakS1L4T @BuleMewek @_Pehicc @LiMayfun @ComradeGuvna @HypocrisyKiller @coolrunning2009 @AgainstHunting @PalmSawit @NajisKeji @Bron1954 @Kenn_FFCI @animal_front @VanessaFiji @gteasts @griffjane @ScreamNevermore @PMWatsonOBE @CadburyUK @ChunhuaMs @Lizmont007 @moulouanne @AniroC_2 @duncanmacmartin @Simaactor @nicolasnicola22 @Jeanniecaton23 @JanetBruce @C4Dispatches #PalmOilKILLS 
Best if you ask Dispatches &amp; @DairyMilkIn @CadburyUK @CadburyIreland @Cadbury_SA @cadburysilk who all use dairy milk in their chocolate plus of course saturated fat carcinogenic palm oil, not forgetting the programme will be about child labour &amp; human rights🤮 https://t.co/VtuRCbFeVr"
3110,"@ADNWRL Back in my day we didn't have this animal rights nonsense."
3111,"@SVFCU7 @ENDOFET3RNITY What about the choice of the animal? They're on death row from the moment they are born. We are the people speaking for them, for their rights, for their lives."
3112,"Lived in a self-sufficient (ish) hippie commune. Fortunately no one had their shit together enough to organise anything apart from bickering about whether preventing the horde of rescued fighting cocks from attacking toddlers and dogs was a violation of their animal rights. https://t.co/GaCBFSE89U"
3113,"@uklabourite Indeed they did. I don't think one Brexit ""benefit"" promised by Vote Leave will ever materialise. Brexit was a scam orchestrated by Russian influences but @BorisJohnson managed to convince people with false slogans and stupid gimmicks. https://t.co/xGzgRhvsW6"
3114,"@DavidUrwin4 @theonlypeterkay @BBCNews @SkyNews @itvnews This is a cynical ploy by the Tories to force the import of meat from the US and Australia to further their (more or less only) trade deals - animal welfare standards are much lower than the EU in both countries and the health and safety standards of the food is lower as well."
3115,"This morning the 3 Squares podcast recorded with the incomparable Temple Grandin about animal welfare and autism advocacy. Follow 3Squares wherever you get your podcasts for the release date. #foodandbeverageindustry #animalwelfare…https://t.co/T8YZ975UpA https://t.co/zU9ZtttKwN"
3116,"The government may betray the animals it promised to protect by de-prioritising key animal welfare bills – meaning the UK remains complicit in appalling cruelty to animals. Take action to help save the bills! #DontBetrayAnimals https://t.co/qCDT3IETfC"
3117,"Thinking of all the nonhuman animals caught up int the Ukraine invasion, including bombed factory farms, zoos, and companion animals separated from their families. https://t.co/9IzQksLNYs"
3118,"@nilam70466676 Pig Factory farming contributes to an extraordinary range of problems – not least concerns around animal welfare. The close confinement of animals underpins the economics of the sector, with huge numbers of livestock kept in crowded and often unhealthy conditions."
3119,"@TinaMDeraco @UbuEsq @forever420grrl @alimor999 @latimes Free-range farming is the only better way to farm animals. Most pigs are kept on cruel factory farms. Free-range farms try to deliver the best management and good conditions that guarantee a high level of animal welfare, health, and sustainability."
3120,"Connect with fellow animal welfare leaders to help save more lives in your community at the @bestfriends National Conference, presented by @Petcolove, happening July 7-9 in Raleigh, North Carolina. Register today! https://t.co/EwGnSk9QcG"
3121,"There's no excuse for @FiveGuys' awful animal welfare standards!"
3122,"@ryugan01 @thewire_in @KapilMishra_IND @narendramodi @RSSorg @OIC_OCI @OICatUN You mean if you kill me then someone from my side has a rights to kill you, and create a rule of animal in the forest, no law and order no humanity. Just create an environmental like a survival of the fitest."
3123,"Vegan and animal rights “artivists” out there, the Unión Vegana is inviting you to get in touch 😎🌱💪🏻🇦🇷 https://t.co/oO2qc6mdF1"
3124,"❗ TAKE ACTION FOR DUCKS

Add your name to @AJPReact's Open Letter to the UK government calling for a complete ban on duck farming.

This cruel industry violates the rights of ducks and breaches the Animal Welfare Act 2006!

#DownWithDuckFarming
https://t.co/cOKw2Z2Hma"
3125,"@elonmusk Help me create a platform dedicated to the disclosure of #respectgaps (eg human rights/animal abuse, environmental degradation, all the isms). Crowd-sourced transparency: because organisations will never lift their corporate veil. I have the plan/format but need techies/funds. 😬"
3126,"@Blueequus775 @SenMikeLee @SenatorRomney Awww. He's keeping your thoughts in mind. 
@SenMikeLee is a big ZERO! 
Any politician with a low animal welfare score is telling you how much they care about anything other than themselves. 
Vote Mike Lee out and get him to take Mitt with him."
3127,"You lecture animal rights.(And)Consume their flesh in delight.For Earth you'd put up a fight.(But)Harm from burning never ends【from""Jigsaw""】"
3128,"❗ TAKE ACTION FOR DUCKS

Add your name to @AJPReact's Open Letter to the UK government calling for a complete ban on duck farming.

This cruel industry violates the rights of ducks and breaches the Animal Welfare Act 2006!

#DownWithDuckFarming
https://t.co/nRzNftD6zO"
3129,"Immensely grateful for @PetcoLove’s incredible work to raise $1 million to help Ukrainian #pets. The funds raised at @Petco pet care centers nationwide will be distributed to #animal welfare organizations aiding #shelters, rescues &amp; families. 

Photo credit: Charlotte Bröcker/HSI https://t.co/bUqkRuu070"
3130,"Philippine animal welfare society: Fighting Against Animal Cruelty and Neglect - Sign the Petition! https://t.co/yZAflyR0Kn via @CdnChange"
3131,"❗ TAKE ACTION FOR DUCKS

Add your name to @AJPReact's Open Letter to the UK government calling for a complete ban on duck farming.

This cruel industry violates the rights of ducks and breaches the Animal Welfare Act 2006!

#DownWithDuckFarming
https://t.co/kQOYmmfFA7"
3132,"New #VeganAriShow is up! Talking the slap, Trump's missing phone logs on January 6th, and reviewing #WeCrashed and The Eyes of Tammy Faye. Tasting #vegan pizza by @eattattooedchef! And vegan/animal rights news! LISTEN: Apple, Spotify, https://t.co/gJpdkNmHqt 🔊 https://t.co/DbThIffzoi"
3133,"And here's an article about the groundbreaking decision in Ecuador to grant rights to individual wild animals! https://t.co/3Yj6c6x2rB"
3134,"@Prophet_of_Zod Pinning ""spiritualism"" and religion to basic animal instincts is the number one reason the world is as fucked up as it is. Family structure can and should be achieved without property rights."
3135,"""Animal Welfare"" is a must for everyone responsible for an animal. Learn how to assess the quality of life of your dog, horse, and cat.
Only €79 (save €69) until Sunday midnight GMT.
Start today!
https://t.co/biF7qvv4iZ https://t.co/2jly41RyNM"
3136,"The Open Philanthropy project is #hiring for 3 #remote work roles in their Farm Animal #Welfare program. Apply by April 25. 
https://t.co/F3BRnB24fB https://t.co/twuzQshbaU"
3137,"Both animal rights activists and animal farmers must come together to fight their common enemy: the animal agriculture industry. The US Vegan Climate Index® prioritizes both #animalrights and #humanrights. 🌱🌎
https://t.co/KcDrDpXRJu"
3138,"Woot! 🥳This is #GoodNews for #AnimalWelfare! One more step toward a more compassionate world. Like, RT, let 'em know #WEARETAKINGOVER 😉 

https://t.co/vFS78YMt3d

#GoVegan #Veganfortheanimals #FTA #VeganfortheEnvironment #sustainability #sustainableliving #EVOLVE #veganfuture https://t.co/fBKxxd54bO"
3139,"STAE with nation’s  leading animal welfare groups in today’s Guardian demanding PM honour not betray promises for the Asian elephants. GOVT 
https://t.co/nPylrS2aJ0
@BorisJohnson"
3140,"@FiveGuys_ES It's appalling that @FiveGuys has lower animal welfare standards than Burger King and KFC! 😡 https://t.co/DCs7JRf7g5 #FiveGuysFail"
3141,"STAE with nation’s leading animal welfare groups in today’s Guardian demanding PM honour not betray promises for the Asian elephants. GOVT 
https://t.co/nPylrS2aJ0
@BorisJohnson"
3142,"@FiveGuys There's no excuse for @FiveGuys' awful animal welfare standards! https://t.co/DCs7JRf7g5"
3143,"@FiveGuys FiveGuys- your animal welfare practices are archaic . Even Burger King and KFC have global cage-free policies. Go cage-free now! https://t.co/LKd0suz2V3 #FiveGuysFail 😡😠"
3144,"FLORIDA: PAWS HIGHLIGHTS BULLDOG MIX, DOMESTIC SHORTHAIR CAT LOOKING FOR LOVING FUR-EVER FAMILIES! Info in post. ❤️ 🐶🏡🐱🥀🍃💕🏠🐈🐕‍🦺🍀🌼💓 https://t.co/rMWYm3UD1r"
3145,"Animal welfare scrutinized at flea market | | https://t.co/zF1TP77c1W https://t.co/FMGZJ5Jcoo"
